city,zip_code,region,municipality
Parmenac,0,Moravički okrug,Opština Čačak
Gukoš,0,Kolubarski okrug,Opština Ljig
Latković,0,Kolubarski okrug,Opština Ljig
Jajčić,0,Kolubarski okrug,Opština Ljig
Namga,0,Raški okrug,Opština Tutin
Barzilovica,0,Grad Beograd,Opština Lazarevac
Moravci,0,Kolubarski okrug,Opština Ljig
Pavlje,0,Raški okrug,Opština Novi Pazar
Rvati,0,Grad Beograd,Opština Obrenovac
Kalenić,0,Kolubarski okrug,Opština Ub
Poljane,0,Grad Beograd,Opština Obrenovac
Mislođin,0,Grad Beograd,Opština Obrenovac
Boljevci,0,Grad Beograd,Opština Surčin
Bečmen,0,Grad Beograd,Opština Surčin
Dobanovci,0,Grad Beograd,Opština Surčin
Šopić,0,Grad Beograd,Opština Lazarevac
Konatice,0,Grad Beograd,Opština Obrenovac
Jasenak,0,Grad Beograd,Opština Obrenovac
Jakovo,0,Grad Beograd,Opština Surčin
Tunovo,0,Raški okrug,Opština Novi Pazar
Pope,0,Raški okrug,Opština Tutin
Lukavica,0,Raški okrug,Opština Tutin
Čarovina,0,Raški okrug,Opština Tutin
Baljen,0,Raški okrug,Opština Tutin
Župa,0,Raški okrug,Opština Tutin
Ruđa,0,Raški okrug,Opština Tutin
Smoluća,0,Raški okrug,Opština Tutin
Blaca,0,Raški okrug,Opština Tutin
Dojinoviće,0,Raški okrug,Opština Novi Pazar
Janča,0,Raški okrug,Opština Novi Pazar
Radaljica,0,Raški okrug,Opština Novi Pazar
Donji Dubac,0,Moravički okrug,Opština Lučani
Paljevo,0,Raški okrug,Opština Tutin
Kuzmičevo,0,Raški okrug,Opština Novi Pazar
Milatovići,0,Moravički okrug,Opština Lučani
Guberevci,0,Moravički okrug,Opština Lučani
Orlja Glava,0,Raški okrug,Opština Kraljevo
Vlasteljice,0,Moravički okrug,Opština Lučani
Jeliće,0,Raški okrug,Opština Tutin
Popiće,0,Raški okrug,Opština Tutin
Šavci,0,Raški okrug,Opština Novi Pazar
Bajevica,0,Raški okrug,Opština Novi Pazar
Rajčinoviće,0,Raški okrug,Opština Novi Pazar
Veseniće,0,Raški okrug,Opština Tutin
Ivanča,0,Raški okrug,Opština Novi Pazar
Varevo,0,Raški okrug,Opština Novi Pazar
Vrapče,0,Raški okrug,Opština Tutin
Žunjeviće,0,Raški okrug,Opština Novi Pazar
Pobrđe,0,Raški okrug,Opština Novi Pazar
Oholje,0,Raški okrug,Opština Novi Pazar
Vojniće,0,Raški okrug,Opština Novi Pazar
Šaronje,0,Raški okrug,Opština Novi Pazar
Bekova,0,Raški okrug,Opština Novi Pazar
Mlanča,0,Raški okrug,Opština Kraljevo
Premeća,0,Moravički okrug,Opština Čačak
Bzovik,0,Raški okrug,Opština Kraljevo
Sebimilje,0,Raški okrug,Opština Raška
Žaočani,0,Moravički okrug,Opština Čačak
Lazac,0,Raški okrug,Opština Kraljevo
Jezdina,0,Moravički okrug,Opština Čačak
Gornja Gorevnica,0,Moravički okrug,Opština Čačak
Lozanj,0,Moravički okrug,Opština Gornji Milanovac
Brančić,0,Kolubarski okrug,Opština Ljig
Beršići,0,Moravički okrug,Opština Gornji Milanovac
Gornji Branetići,0,Moravički okrug,Opština Gornji Milanovac
Lalinci,0,Kolubarski okrug,Opština Ljig
Donji Banjani,0,Kolubarski okrug,Opština Ljig
Dići,0,Kolubarski okrug,Opština Ljig
Ivanovci,0,Kolubarski okrug,Opština Ljig
Liplje,0,Kolubarski okrug,Opština Ljig
Ozrem,0,Moravički okrug,Opština Gornji Milanovac
Štavica,0,Kolubarski okrug,Opština Ljig
Poljanice,0,Kolubarski okrug,Opština Ljig
Atenica,0,Moravički okrug,Opština Čačak
Kozelj,0,Kolubarski okrug,Opština Ljig
Kulinovci,0,Moravički okrug,Opština Čačak
Milićevci,0,Moravički okrug,Opština Čačak
Donji Branetići,0,Moravički okrug,Opština Gornji Milanovac
Ločevci,0,Moravički okrug,Opština Gornji Milanovac
Ljevaja,0,Moravički okrug,Opština Gornji Milanovac
Banjica,0,Moravički okrug,Opština Čačak
Rakova,0,Moravički okrug,Opština Čačak
Šarani,0,Moravički okrug,Opština Gornji Milanovac
Šutci,0,Kolubarski okrug,Opština Ljig
Mali Crljeni,0,Grad Beograd,Opština Lazarevac
Kalanjevci,0,Kolubarski okrug,Opština Ljig
Vrbovno,0,Grad Beograd,Opština Lazarevac
Šiljakovac,0,Grad Beograd,Opština Barajevo
Sokolovo,0,Grad Beograd,Opština Lazarevac
Arapovac,0,Grad Beograd,Opština Lazarevac
Rožanci,0,Grad Beograd,Opština Barajevo
Baćevac,0,Grad Beograd,Opština Barajevo
Pećani,0,Grad Beograd,Opština Čukarica
Viljuša,0,Moravički okrug,Opština Čačak
Konjevići,0,Moravički okrug,Opština Čačak
Semedraž,0,Moravički okrug,Opština Gornji Milanovac
Prislonica,0,Moravički okrug,Opština Čačak
Baluga (Ljubićska),0,Moravički okrug,Opština Čačak
Vapa,0,Moravički okrug,Opština Čačak
Kalimanići,0,Moravički okrug,Opština Gornji Milanovac
Klatičevo,0,Moravički okrug,Opština Gornji Milanovac
Brusnica,0,Moravički okrug,Opština Gornji Milanovac
Ljutovnica,0,Moravički okrug,Opština Gornji Milanovac
Trudelj,0,Moravički okrug,Opština Gornji Milanovac
Šilopaj,0,Moravički okrug,Opština Gornji Milanovac
Progoreoci,0,Šumadijski okrug,Opština Aranđelovac
Živkovci,0,Kolubarski okrug,Opština Ljig
Garaši,0,Šumadijski okrug,Opština Aranđelovac
Stančići,0,Moravički okrug,Opština Čačak
Donja Trepča,0,Moravički okrug,Opština Čačak
Velereč,0,Moravički okrug,Opština Gornji Milanovac
Kukići,0,Moravički okrug,Opština Čačak
Mojsinje,0,Moravički okrug,Opština Čačak
Lunjevica,0,Moravički okrug,Opština Gornji Milanovac
Bosuta,0,Šumadijski okrug,Opština Aranđelovac
Boždarevac,0,Grad Beograd,Opština Barajevo
Prkosava,0,Grad Beograd,Opština Lazarevac
Manić,0,Grad Beograd,Opština Barajevo
Tulež,0,Šumadijski okrug,Opština Aranđelovac
Lisović,0,Grad Beograd,Opština Barajevo
Borča,0,Grad Beograd,Opština Palilula (beograd)
Padinska Skela,0,Grad Beograd,Opština Palilula (beograd)
Slankamenački Vinogradi,0,Sremski okrug,Opština Inđija
Siget,0,Severnobanatski okrug,Opština Novi Kneževac
Golice,0,Raški okrug,Opština Novi Pazar
Mur,0,Raški okrug,Opština Novi Pazar
Izbice,0,Raški okrug,Opština Novi Pazar
Građanoviće,0,Raški okrug,Opština Novi Pazar
Sudsko Selo,0,Raški okrug,Opština Novi Pazar
Gornja Tušimlja,0,Raški okrug,Opština Novi Pazar
Srednja Tušimlja,0,Raški okrug,Opština Novi Pazar
Tepeče,0,Raški okrug,Opština Kraljevo
Lopatnica,0,Raški okrug,Opština Kraljevo
Pekčanica,0,Raški okrug,Opština Kraljevo
Kačulice,0,Moravički okrug,Opština Čačak
Vrdila,0,Raški okrug,Opština Kraljevo
Nosoljin,0,Raški okrug,Opština Raška
Draganići,0,Raški okrug,Opština Raška
Panojeviće,0,Raški okrug,Opština Raška
Bapsko Polje,0,Raški okrug,Opština Kraljevo
Progorelica,0,Raški okrug,Opština Kraljevo
Mrsać,0,Raški okrug,Opština Kraljevo
Rajetiće,0,Raški okrug,Opština Novi Pazar
Kašalj,0,Raški okrug,Opština Novi Pazar
Supnje,0,Raški okrug,Opština Raška
Beoci,0,Raški okrug,Opština Raška
Kraviće,0,Raški okrug,Opština Raška
Bela Stena,0,Raški okrug,Opština Raška
Tadenje,0,Raški okrug,Opština Kraljevo
Lozno,0,Raški okrug,Opština Kraljevo
Obrva,0,Raški okrug,Opština Kraljevo
Vukosavci,0,Šumadijski okrug,Opština Aranđelovac
Musina Reka,0,Raški okrug,Opština Kraljevo
Jarčujak,0,Raški okrug,Opština Kraljevo
Miločaj,0,Raški okrug,Opština Kraljevo
Čibukovac,0,Raški okrug,Opština Kraljevo
Biočin,0,Raški okrug,Opština Raška
Brvenik Naselje,0,Raški okrug,Opština Raška
Radošiće,0,Raški okrug,Opština Raška
Korlaće,0,Raški okrug,Opština Raška
Kurići,0,Raški okrug,Opština Raška
Mure,0,Raški okrug,Opština Raška
Popovići,0,Raški okrug,Opština Kraljevo
Grdica,0,Raški okrug,Opština Kraljevo
Donja Gorevnica,0,Moravički okrug,Opština Čačak
Ostra,0,Moravički okrug,Opština Čačak
Vujetinci,0,Moravički okrug,Opština Čačak
Bečanj,0,Moravički okrug,Opština Čačak
Svračkovci,0,Moravički okrug,Opština Gornji Milanovac
Gornja Vrbava,0,Moravički okrug,Opština Gornji Milanovac
Gornja Crnuća,0,Moravički okrug,Opština Gornji Milanovac
Donja Vrbava,0,Moravički okrug,Opština Gornji Milanovac
Katrga,0,Moravički okrug,Opština Čačak
Donja Crnuća,0,Moravički okrug,Opština Gornji Milanovac
Gornja Trešnjevica,0,Šumadijski okrug,Opština Aranđelovac
Manojlovci,0,Šumadijski okrug,Opština Topola
Misača,0,Šumadijski okrug,Opština Aranđelovac
Donja Trešnjevica,0,Šumadijski okrug,Opština Topola
Gornja Šatornja,0,Šumadijski okrug,Opština Topola
Brezovac,0,Šumadijski okrug,Opština Aranđelovac
Dučina,0,Grad Beograd,Opština Sopot
Babe,0,Grad Beograd,Opština Sopot
Parcani,0,Grad Beograd,Opština Sopot
Ovča,0,Grad Beograd,Opština Palilula (beograd)
Tavnik,0,Raški okrug,Opština Kraljevo
Bumbarevo Brdo,0,Šumadijski okrug,Opština Knić
Borač,0,Šumadijski okrug,Opština Knić
Cvetke,0,Raški okrug,Opština Kraljevo
Blaznava,0,Šumadijski okrug,Opština Topola
Ljuljaci,0,Šumadijski okrug,Opština Knić
Ramaća,0,Šumadijski okrug,Opština Kragujevac
Oplanić,0,Šumadijski okrug,Opština Knić
Masloševo,0,Šumadijski okrug,Opština Kragujevac
Plaskovac,0,Šumadijski okrug,Opština Topola
Žerađe,0,Raški okrug,Opština Raška
Jelakci,0,Rasinski okrug,Opština Aleksandrovac
Ravanica,0,Raški okrug,Opština Kraljevo
Leševo,0,Raški okrug,Opština Kraljevo
Kikojevac,0,Šumadijski okrug,Opština Knić
Jelenac,0,Šumadijski okrug,Opština Topola
Sumorovac,0,Šumadijski okrug,Opština Knić
Pajazitovo,0,Šumadijski okrug,Opština Kragujevac
Donje Grbice,0,Šumadijski okrug,Opština Kragujevac
Drlupa,0,Raški okrug,Opština Kraljevo
Vinjište,0,Šumadijski okrug,Opština Kragujevac
Suvodol,0,Podunavski okrug,Opština Smederevo
Mrča,0,Toplički okrug,Opština Kuršumlija
Osreci,0,Rasinski okrug,Opština Brus
Domiševina,0,Rasinski okrug,Opština Brus
Vranštica,0,Rasinski okrug,Opština Aleksandrovac
Vlajkovci,0,Rasinski okrug,Opština Brus
Strmenica,0,Rasinski okrug,Opština Aleksandrovac
Popina,0,Rasinski okrug,Opština Trstenik
Donje Leviće,0,Rasinski okrug,Opština Brus
Babica,0,Toplički okrug,Opština Kuršumlija
Osaonica,0,Rasinski okrug,Opština Trstenik
Donji Lipovac,0,Rasinski okrug,Opština Brus
Lesenovci,0,Rasinski okrug,Opština Aleksandrovac
Gornja Crnišava,0,Rasinski okrug,Opština Trstenik
Leskovica,0,Rasinski okrug,Opština Aleksandrovac
Mala Grabovnica,0,Rasinski okrug,Opština Brus
Bratići,0,Rasinski okrug,Opština Aleksandrovac
Dobroljupci,0,Rasinski okrug,Opština Aleksandrovac
Lepojević,0,Pomoravski okrug,Opština Rekovac
Kamenjača,0,Rasinski okrug,Opština Trstenik
Rujišnik,0,Rasinski okrug,Opština Trstenik
Veluće,0,Rasinski okrug,Opština Trstenik
Trešnjevak,0,Šumadijski okrug,Opština Kragujevac
Cvetojevac,0,Šumadijski okrug,Opština Kragujevac
Novi Milanovac,0,Šumadijski okrug,Opština Kragujevac
Donja Sabanta,0,Šumadijski okrug,Opština Kragujevac
Siljevica,0,Pomoravski okrug,Opština Rekovac
Gradac,0,Šumadijski okrug,Opština Batočina
Velika Kruševica,0,Pomoravski okrug,Opština Rekovac
Igrište,0,Toplički okrug,Opština Kuršumlija
Žegrova,0,Toplički okrug,Opština Kuršumlija
Vitkovo,0,Rasinski okrug,Opština Aleksandrovac
Bobote,0,Rasinski okrug,Opština Aleksandrovac
Nevada,0,Toplički okrug,Opština Kuršumlija
Bogiše,0,Rasinski okrug,Opština Brus
Karanovac,0,Rasinski okrug,Opština Varvarin
Donja Mikuljana,0,Toplički okrug,Opština Kuršumlija
Prevetica,0,Toplički okrug,Opština Kuršumlija
Markoviće,0,Toplički okrug,Opština Kuršumlija
Degrmen,0,Toplički okrug,Opština Kuršumlija
Čučale,0,Toplički okrug,Opština Blace
Kavadar,0,Pomoravski okrug,Opština Rekovac
Rabenovac,0,Pomoravski okrug,Opština Rekovac
Beočić,0,Pomoravski okrug,Opština Rekovac
Topola,0,Pomoravski okrug,Opština Jagodina
Ivkovački Prnjavor,0,Pomoravski okrug,Opština Jagodina
Lukovica,0,Pomoravski okrug,Opština Svilajnac
Mačevac,0,Pomoravski okrug,Opština Svilajnac
Tićevac,0,Braničevski okrug,Opština Žabari
Kravlji Do,0,Braničevski okrug,Opština Malo Crniće
Ritiševo,0,Južnobanatski okrug,Opština Vršac
Cakanovac,0,Pčinjski okrug,Opština Preševo
Strezovce,0,Pčinjski okrug,Opština Preševo
Donje Novo Selo,0,Pčinjski okrug,Opština Bujanovac
Srpska Kuća,0,Pčinjski okrug,Opština Bujanovac
Čestelin,0,Pčinjski okrug,Opština Vranje
Kuštica,0,Pčinjski okrug,Opština Bujanovac
Pljačkovica,0,Pčinjski okrug,Opština Vranje
Lepčince,0,Pčinjski okrug,Opština Vranje
Ranutovac,0,Pčinjski okrug,Opština Vranje
Šajince,0,Pčinjski okrug,Opština Trgovište
Prevalac,0,Pčinjski okrug,Opština Vranjska Banja
Gornji Kozji Dol,0,Pčinjski okrug,Opština Trgovište
Crnovce,0,Pčinjski okrug,Opština Trgovište
Duga Luka,0,Pčinjski okrug,Opština Vranjska Banja
Stara Brezovica,0,Pčinjski okrug,Opština Vranje
Gornja Trnica,0,Pčinjski okrug,Opština Trgovište
Gornji Stajevac,0,Pčinjski okrug,Opština Trgovište
Crveni Grad,0,Pčinjski okrug,Opština Trgovište
Prolesje,0,Pčinjski okrug,Opština Trgovište
Musulj,0,Pčinjski okrug,Opština Bosilegrad
Goleš,0,Pčinjski okrug,Opština Bosilegrad
Donja Ržana,0,Pčinjski okrug,Opština Bosilegrad
Gornje Tlamino,0,Pčinjski okrug,Opština Bosilegrad
Gložje,0,Pčinjski okrug,Opština Bosilegrad
Rikačevo,0,Pčinjski okrug,Opština Bosilegrad
Zli Dol,0,Pčinjski okrug,Opština Bosilegrad
Belut,0,Pčinjski okrug,Opština Bosilegrad
Veliko Pupavce,0,Toplički okrug,Opština Kuršumlija
Gornje Točane,0,Toplički okrug,Opština Kuršumlija
Medevce,0,Jablanički okrug,Opština Medveđa
Poroštica,0,Jablanički okrug,Opština Medveđa
Piskalje,0,Toplički okrug,Opština Prokuplje
Vratare,0,Rasinski okrug,Opština Kruševac
Dobromir,0,Rasinski okrug,Opština Kruševac
Gornje Vidovo,0,Pomoravski okrug,Opština Paraćin
Gornja Bresnica,0,Toplički okrug,Opština Prokuplje
Krnji Grad,0,Toplički okrug,Opština Prokuplje
Smrdan,0,Toplički okrug,Opština Prokuplje
Gornja Rečica,0,Toplički okrug,Opština Prokuplje
Pozlata,0,Rasinski okrug,Opština Kruševac
Gaglovo,0,Rasinski okrug,Opština Kruševac
Mali Šiljegovac,0,Rasinski okrug,Opština Kruševac
Lučina,0,Rasinski okrug,Opština Ćićevac
Vrapce,0,Jablanički okrug,Opština Medveđa
Bogunovac,0,Jablanički okrug,Opština Medveđa
Maćedonce,0,Jablanički okrug,Opština Medveđa
Donji Gajtan,0,Jablanički okrug,Opština Medveđa
Rankova Reka,0,Toplički okrug,Opština Prokuplje
Jabučevo,0,Toplički okrug,Opština Prokuplje
Dragi Deo,0,Toplički okrug,Opština Prokuplje
Slišane,0,Jablanički okrug,Opština Lebane
Bregovina,0,Toplički okrug,Opština Prokuplje
Tupale,0,Jablanički okrug,Opština Medveđa
Rujkovac,0,Jablanički okrug,Opština Medveđa
Bačevina,0,Jablanički okrug,Opština Lebane
Slavnik,0,Jablanički okrug,Opština Bojnik
Svinjarica,0,Jablanički okrug,Opština Lebane
Konjarnik,0,Toplički okrug,Opština Žitorađa
Debeli Lug,0,Toplički okrug,Opština Žitorađa
Pašinac,0,Toplički okrug,Opština Prokuplje
Ostrikovac,0,Pomoravski okrug,Opština Ćuprija
Jakovlje,0,Nišavski okrug,Opština Aleksinac
Krušje,0,Nišavski okrug,Opština Aleksinac
Praskovče,0,Nišavski okrug,Opština Ražanj
Mađere,0,Nišavski okrug,Opština Ražanj
Jasenje,0,Nišavski okrug,Opština Aleksinac
Gornja Peščanica,0,Nišavski okrug,Opština Aleksinac
Deligrad,0,Nišavski okrug,Opština Aleksinac
Donja Stražava,0,Toplički okrug,Opština Prokuplje
Gornja Rasovača,0,Nišavski okrug,Opština Merošina
Donja Rasovača,0,Nišavski okrug,Opština Merošina
Mali Drenovac,0,Nišavski okrug,Opština Aleksinac
Belja,0,Nišavski okrug,Opština Aleksinac
Dvorica,0,Pomoravski okrug,Opština Ćuprija
Šavac,0,Pomoravski okrug,Opština Paraćin
Vošanovac,0,Braničevski okrug,Opština Petrovac Na Mlavi
Paljane,0,Pomoravski okrug,Opština Ćuprija
Kovanica,0,Pomoravski okrug,Opština Ćuprija
Melnica,0,Braničevski okrug,Opština Petrovac Na Mlavi
Beranje,0,Braničevski okrug,Opština Požarevac
Sirakovo,0,Braničevski okrug,Opština Veliko Gradište
Malo Gradište,0,Braničevski okrug,Opština Malo Crniće
Đurakovo,0,Braničevski okrug,Opština Veliko Gradište
Biskuplje,0,Braničevski okrug,Opština Veliko Gradište
Zatonje,0,Braničevski okrug,Opština Veliko Gradište
Češko Selo,0,Južnobanatski okrug,Opština Bela Crkva
Aljudovo,0,Braničevski okrug,Opština Malo Crniće
Mala Bresnica,0,Braničevski okrug,Opština Kučevo
Krupaja,0,Braničevski okrug,Opština Žagubica
Mrčkovac,0,Braničevski okrug,Opština Golubac
Donja Kruševica,0,Braničevski okrug,Opština Golubac
Srpce,0,Braničevski okrug,Opština Kučevo
Bikinje,0,Braničevski okrug,Opština Golubac
Sladinac,0,Braničevski okrug,Opština Golubac
Požeženo,0,Braničevski okrug,Opština Veliko Gradište
Kaluđerovo,0,Južnobanatski okrug,Opština Bela Crkva
Buvce,0,Jablanički okrug,Opština Lebane
Barje,0,Jablanički okrug,Opština Leskovac
Plavce,0,Jablanički okrug,Opština Bojnik
Granica,0,Jablanički okrug,Opština Bojnik
Grudaš,0,Toplički okrug,Opština Žitorađa
Lugare,0,Jablanički okrug,Opština Lebane
Đinđuša,0,Jablanički okrug,Opština Bojnik
Melovo,0,Jablanički okrug,Opština Leskovac
Slavujevce,0,Jablanički okrug,Opština Leskovac
Todorovce,0,Jablanički okrug,Opština Leskovac
Donja Bunuša,0,Jablanički okrug,Opština Leskovac
Radonjica,0,Jablanički okrug,Opština Leskovac
Žabljane,0,Jablanički okrug,Opština Leskovac
Donje Vranovce,0,Jablanički okrug,Opština Lebane
Cekavica,0,Jablanički okrug,Opština Lebane
Brest,0,Nišavski okrug,Opština Merošina
Mramorski Potok,0,Nišavski okrug,Opština Palilula (niš)
Mekiš,0,Nišavski okrug,Opština Doljevac
Mramorsko Brdo,0,Nišavski okrug,Opština Merošina
Rujevica,0,Zaječarski okrug,Opština Sokobanja
Poružnica,0,Zaječarski okrug,Opština Sokobanja
Perutina,0,Nišavski okrug,Opština Doljevac
Mužinac,0,Zaječarski okrug,Opština Sokobanja
Prekonozi,0,Nišavski okrug,Opština Aleksinac
Kruševa Glava,0,Pčinjski okrug,Opština Vranje
Kukulovce,0,Jablanički okrug,Opština Leskovac
Palikuća,0,Jablanički okrug,Opština Leskovac
Brejanovce,0,Jablanički okrug,Opština Leskovac
Navalin,0,Jablanički okrug,Opština Leskovac
Donja Lokošnica,0,Jablanički okrug,Opština Leskovac
Bogoševo,0,Pčinjski okrug,Opština Vladičin Han
Dupljane,0,Pčinjski okrug,Opština Vladičin Han
Repište,0,Pčinjski okrug,Opština Vladičin Han
Dedina Bara,0,Jablanički okrug,Opština Leskovac
Velika Biljanica,0,Jablanički okrug,Opština Leskovac
Mala Kopašnica,0,Jablanički okrug,Opština Leskovac
Oraovica (Kod Crkovnice),0,Jablanički okrug,Opština Leskovac
Gornja Kupinovica,0,Jablanički okrug,Opština Leskovac
Gare,0,Nišavski okrug,Opština Gadžin Han
Grkinja,0,Nišavski okrug,Opština Gadžin Han
Radenkovac,0,Zaječarski okrug,Opština Sokobanja
Nikolinac,0,Zaječarski okrug,Opština Sokobanja
Mirovo,0,Zaječarski okrug,Opština Boljevac
Koritnjak,0,Nišavski okrug,Opština Niška Banja
Rautovo,0,Nišavski okrug,Opština Niška Banja
Pasjača,0,Nišavski okrug,Opština Pantelej
Gornja Studena,0,Nišavski okrug,Opština Niška Banja
Palilula,0,Nišavski okrug,Opština Svrljig
Skrobnica,0,Zaječarski okrug,Opština Knjaževac
Vlaško Polje,0,Zaječarski okrug,Opština Knjaževac
Zubetinac,0,Zaječarski okrug,Opština Knjaževac
Brodica,0,Braničevski okrug,Opština Kučevo
Boljevac Selo,0,Zaječarski okrug,Opština Boljevac
Leskovo,0,Borski okrug,Opština Majdanpek
Dobričevo,0,Južnobanatski okrug,Opština Bela Crkva
Jablanka,0,Južnobanatski okrug,Opština Vršac
Boćevica,0,Jablanički okrug,Opština Leskovac
Ljutež,0,Pčinjski okrug,Opština Vladičin Han
Ličin Dol,0,Jablanički okrug,Opština Leskovac
Predejane (Selo),0,Jablanički okrug,Opština Leskovac
Donja Lopušnja,0,Jablanički okrug,Opština Vlasotince
Mrkovica,0,Jablanički okrug,Opština Leskovac
Gornja Lopušnja,0,Jablanički okrug,Opština Vlasotince
Gunjetina,0,Jablanički okrug,Opština Vlasotince
Ovsinjinac,0,Nišavski okrug,Opština Gadžin Han
Semče,0,Nišavski okrug,Opština Gadžin Han
Bankovci,0,Jablanički okrug,Opština Crna Trava
Ostrozub,0,Jablanički okrug,Opština Crna Trava
Bajinci,0,Jablanički okrug,Opština Crna Trava
Vus,0,Jablanički okrug,Opština Crna Trava
Jakovljevo,0,Jablanički okrug,Opština Vlasotince
Tegošnica,0,Jablanički okrug,Opština Vlasotince
Željevo,0,Nišavski okrug,Opština Svrljig
Drajinac,0,Nišavski okrug,Opština Svrljig
Leskovik,0,Pirotski okrug,Opština Bela Palanka
Tamnjanica,0,Pirotski okrug,Opština Bela Palanka
Bukurovac,0,Pirotski okrug,Opština Bela Palanka
Beloinje,0,Nišavski okrug,Opština Svrljig
Svrljiška Topla,0,Zaječarski okrug,Opština Knjaževac
Stogazovac,0,Zaječarski okrug,Opština Knjaževac
Manjinac,0,Zaječarski okrug,Opština Knjaževac
Koželj,0,Zaječarski okrug,Opština Knjaževac
Vrandol,0,Pirotski okrug,Opština Bela Palanka
Mokra,0,Pirotski okrug,Opština Bela Palanka
Mučibaba,0,Zaječarski okrug,Opština Knjaževac
Debelica,0,Zaječarski okrug,Opština Knjaževac
Crvenje,0,Zaječarski okrug,Opština Knjaževac
Žukovac,0,Zaječarski okrug,Opština Knjaževac
Štitarac,0,Zaječarski okrug,Opština Knjaževac
Berčinovac,0,Zaječarski okrug,Opština Knjaževac
Brestov Dol,0,Pirotski okrug,Opština Babušnica
Šljivovik,0,Pirotski okrug,Opština Bela Palanka
Preslap,0,Jablanički okrug,Opština Crna Trava
Strezimirovci,0,Pčinjski okrug,Opština Surdulica
Dučevac,0,Pirotski okrug,Opština Babušnica
Stol,0,Pirotski okrug,Opština Babušnica
Kozja,0,Pirotski okrug,Opština Bela Palanka
